LeadID,LeadCreatedDateKey,CampaignID,City,LeadScore,Status,QualifiedFlag,KycDoneFlag,AccountOpenedFlag,ConvertedInvestorID,FirstInvestmentDateKey
L0002886,20240311,CMP0018,Brampton,93,Account Opened,1,1,1,,
L0002887,20241109,CMP0009,Mississauga,39,Lost,0,0,0,,
L0002888,20241009,CMP0001,Toronto,75,Lost,1,0,0,,
L0002889,20240818,CMP0009,Vaughan,55,Lost,1,1,0,,
L0002890,20240420,CMP0004,Ottawa,58,KYC Done,1,1,0,,
L0002891,20240507,CMP0016,Vaughan,69,Qualified,1,0,0,,
L0002892,20240608,CMP0002,Hamilton,52,New,0,0,0,,
L0002893,20240830,CMP0014,Toronto,12,Lost,0,0,0,,
L0002894,20241011,CMP0009,Brampton,16,New,0,0,0,,
L0002895,20240902,CMP0001,Brampton,55,Qualified,1,0,0,,
L0002896,20241206,CMP0013,London,61,Account Opened,1,1,1,,
L0002897,20241217,CMP0009,Ottawa,75,KYC Done,1,1,0,,
L0002898,20240914,CMP0014,Hamilton,61,KYC Done,1,1,0,,
L0002899,20240515,CMP0012,London,26,Lost,0,0,0,,
L0002900,20240807,CMP0015,Mississauga,43,New,0,0,0,,
L0002901,20240604,CMP0009,Vaughan,49,Lost,0,0,0,,
L0002902,20240818,CMP0001,Ottawa,98,KYC Done,1,1,0,,
L0002903,20241024,CMP0003,Hamilton,57,Account Opened,1,1,1,,
L0002904,20240515,CMP0009,Toronto,67,Lost,1,1,1,,
L0002905,20240704,CMP0008,Mississauga,76,Qualified,1,0,0,,
L0002906,20240117,CMP0015,London,42,New,0,0,0,,
L0002907,20240926,CMP0008,Brampton,96,Account Opened,1,1,1,,
L0002908,20240628,CMP0016,Vaughan,70,Invested,1,1,1,INV000343,20240801
L0002909,20240617,CMP0004,Hamilton,86,Invested,1,1,1,INV000344,20240621
L0002910,20240713,CMP0007,Hamilton,77,Lost,1,0,0,,
L0002911,20240319,CMP0014,Brampton,65,Lost,1,1,0,,
L0002912,20240806,CMP0003,Kitchener,12,New,0,0,0,,
L0002913,20240929,CMP0006,Kitchener,62,Invested,1,1,1,INV000345,20241110
L0002914,20240507,CMP0014,Mississauga,21,New,0,0,0,,
L0002915,20240218,CMP0011,Ottawa,64,Lost,1,0,0,,
L0002916,20240521,CMP0015,Kitchener,73,Qualified,1,0,0,,
L0002917,20240313,CMP0010,Toronto,59,KYC Done,1,1,0,,
L0002918,20240516,CMP0016,Mississauga,37,New,0,0,0,,
L0002919,20240817,CMP0016,Kitchener,15,New,0,0,0,,
L0002920,20240211,CMP0018,Ottawa,70,Qualified,1,0,0,,
L0002921,20240930,CMP0003,Kitchener,72,Lost,1,1,0,,
L0002922,20240323,CMP0011,Brampton,53,KYC Done,1,1,0,,
L0002923,20241123,CMP0003,Ottawa,74,Account Opened,1,1,1,,
L0002924,20240925,CMP0005,Ottawa,80,Account Opened,1,1,1,,
L0002925,20240409,CMP0006,Ottawa,56,Qualified,1,0,0,,
L0002926,20240725,CMP0012,Kitchener,14,New,0,0,0,,
L0002927,20240210,CMP0008,London,88,KYC Done,1,1,0,,
L0002928,20240206,CMP0016,Kitchener,52,KYC Done,1,1,0,,
L0002929,20241215,CMP0006,Mississauga,70,Qualified,1,0,0,,
L0002930,20241020,CMP0012,Windsor,91,Invested,1,1,1,INV000346,20241201
L0002931,20240226,CMP0014,London,42,New,0,0,0,,
L0002932,20240413,CMP0018,Toronto,65,Qualified,1,0,0,,
L0002933,20240313,CMP0005,Brampton,11,New,0,0,0,,
L0002934,20240524,CMP0014,Mississauga,89,Account Opened,1,1,1,,
L0002935,20240416,CMP0002,Mississauga,15,Lost,0,0,0,,
L0002936,20240430,CMP0010,Kitchener,58,Qualified,1,0,0,,
L0002937,20240712,CMP0008,Kitchener,41,New,0,0,0,,
L0002938,20240310,CMP0018,Toronto,13,New,0,0,0,,
L0002939,20241119,CMP0014,Toronto,51,Lost,1,1,1,,
L0002940,20240923,CMP0017,Mississauga,94,KYC Done,1,1,0,,
L0002941,20241005,CMP0016,Vaughan,25,New,0,0,0,,
L0002942,20240303,CMP0008,Hamilton,36,New,0,0,0,,
L0002943,20240916,CMP0014,Ottawa,27,New,0,0,0,,
L0002944,20241102,CMP0001,Hamilton,21,New,0,0,0,,
L0002945,20240305,CMP0011,Kitchener,30,New,0,0,0,,
L0002946,20241001,CMP0001,Mississauga,61,Qualified,1,0,0,,
L0002947,20240510,CMP0014,Toronto,80,Account Opened,1,1,1,,
L0002948,20241015,CMP0018,Hamilton,72,Lost,1,1,0,,
L0002949,20240624,CMP0013,Windsor,79,KYC Done,1,1,0,,
L0002950,20241020,CMP0016,London,74,Qualified,1,0,0,,
L0002951,20240223,CMP0005,Vaughan,44,Lost,0,0,0,,
L0002952,20240522,CMP0018,Vaughan,91,Invested,1,1,1,INV000347,20240625
L0002953,20240410,CMP0010,Toronto,25,Lost,0,0,0,,
L0002954,20240331,CMP0013,London,72,Qualified,1,0,0,,
L0002955,20240422,CMP0014,Vaughan,19,New,0,0,0,,
L0002956,20240519,CMP0012,Toronto,78,KYC Done,1,1,0,,
L0002957,20240216,CMP0006,Hamilton,17,New,0,0,0,,
L0002958,20240915,CMP0012,Mississauga,29,New,0,0,0,,
L0002959,20240720,CMP0012,Markham,45,New,0,0,0,,
L0002960,20241030,CMP0016,Mississauga,72,Qualified,1,0,0,,
L0002961,20240915,CMP0009,Brampton,14,New,0,0,0,,
L0002962,20240224,CMP0010,Hamilton,33,Lost,0,0,0,,
L0002963,20240126,CMP0010,Ottawa,40,New,0,0,0,,
L0002964,20240603,CMP0003,Toronto,75,Qualified,1,0,0,,
L0002965,20240625,CMP0002,Mississauga,96,Lost,1,1,1,,
L0002966,20240328,CMP0001,Vaughan,65,Account Opened,1,1,1,,
L0002967,20241013,CMP0012,Windsor,55,Qualified,1,0,0,,
L0002968,20240731,CMP0008,London,40,Lost,0,0,0,,
L0002969,20240930,CMP0016,Toronto,84,Account Opened,1,1,1,,
L0002970,20240209,CMP0013,London,19,New,0,0,0,,
L0002971,20241025,CMP0003,Hamilton,21,New,0,0,0,,
L0002972,20240316,CMP0002,Brampton,28,New,0,0,0,,
L0002973,20240613,CMP0007,Mississauga,34,New,0,0,0,,
L0002974,20240609,CMP0017,Toronto,51,New,0,0,0,,
L0002975,20241027,CMP0001,Toronto,95,KYC Done,1,1,0,,
L0002976,20240411,CMP0004,Hamilton,68,KYC Done,1,1,0,,
L0002977,20240329,CMP0001,Mississauga,44,Lost,0,0,0,,
L0002978,20240504,CMP0008,Ottawa,29,New,0,0,0,,
L0002979,20240512,CMP0018,Ottawa,68,Account Opened,1,1,1,,
L0002980,20240307,CMP0013,Hamilton,32,New,0,0,0,,
L0002981,20240305,CMP0009,Hamilton,97,Lost,1,0,0,,
L0002982,20240325,CMP0003,Ottawa,52,New,0,0,0,,
L0002983,20240620,CMP0007,Toronto,59,Qualified,1,0,0,,
L0002984,20240505,CMP0010,Toronto,91,KYC Done,1,1,0,,
L0002985,20240523,CMP0005,Ottawa,37,New,0,0,0,,
L0002986,20240920,CMP0013,Brampton,52,Qualified,1,0,0,,
L0002987,20240329,CMP0018,Brampton,57,Account Opened,1,1,1,,
L0002988,20241129,CMP0004,Brampton,34,New,0,0,0,,
L0002989,20241002,CMP0005,Toronto,14,New,0,0,0,,
L0002990,20240304,CMP0003,Toronto,35,New,0,0,0,,
L0002991,20240424,CMP0014,Hamilton,20,New,0,0,0,,
L0002992,20240308,CMP0009,Ottawa,70,Qualified,1,0,0,,
L0002993,20240409,CMP0006,Hamilton,10,New,0,0,0,,
L0002994,20240513,CMP0004,Toronto,38,New,0,0,0,,
L0002995,20240217,CMP0002,Markham,89,Account Opened,1,1,1,,
L0002996,20240106,CMP0009,Brampton,61,Qualified,1,0,0,,
L0002997,20240609,CMP0013,Hamilton,70,Qualified,1,0,0,,
L0002998,20240913,CMP0005,Ottawa,70,Lost,1,0,0,,
L0002999,20240420,CMP0001,Ottawa,36,New,0,0,0,,
L0003000,20241110,CMP0009,Markham,66,Account Opened,1,1,1,,
L0003001,20240515,CMP0013,Toronto,29,New,0,0,0,,
L0003002,20241125,CMP0007,Toronto,67,Qualified,1,0,0,,
L0003003,20240327,CMP0005,Toronto,71,Lost,1,0,0,,
L0003004,20240716,CMP0003,Windsor,88,Qualified,1,0,0,,
L0003005,20241006,CMP0014,Kitchener,92,Qualified,1,0,0,,
L0003006,20240122,CMP0016,London,12,New,0,0,0,,
L0003007,20241206,CMP0014,Ottawa,36,New,0,0,0,,
L0003008,20240513,CMP0010,Toronto,59,Qualified,1,0,0,,
L0003009,20240701,CMP0014,Markham,38,Lost,0,0,0,,
L0003010,20240818,CMP0008,Toronto,65,Account Opened,1,1,1,,
L0003011,20240823,CMP0001,Mississauga,86,Account Opened,1,1,1,,
L0003012,20240109,CMP0007,Vaughan,33,New,0,0,0,,
L0003013,20241113,CMP0013,Mississauga,90,Qualified,1,0,0,,
L0003014,20240816,CMP0012,Vaughan,89,Qualified,1,0,0,,
L0003015,20241231,CMP0018,Markham,92,Account Opened,1,1,1,,
L0003016,20240621,CMP0018,Markham,16,New,0,0,0,,
L0003017,20240812,CMP0005,Hamilton,36,New,0,0,0,,
L0003018,20240610,CMP0001,Brampton,21,New,0,0,0,,
L0003019,20241121,CMP0005,Hamilton,20,New,0,0,0,,
L0003020,20241031,CMP0016,Markham,14,Lost,0,0,0,,
L0003021,20241128,CMP0015,London,49,Account Opened,1,1,1,,
L0003022,20240703,CMP0002,Vaughan,17,New,0,0,0,,
L0003023,20241016,CMP0003,Windsor,36,New,0,0,0,,
L0003024,20240511,CMP0011,London,98,Account Opened,1,1,1,,
L0003025,20240617,CMP0012,Kitchener,89,KYC Done,1,1,0,,
L0003026,20241005,CMP0018,Mississauga,94,Invested,1,1,1,INV000348,20241008
L0003027,20240130,CMP0014,Windsor,13,Lost,0,0,0,,
L0003028,20240917,CMP0004,Kitchener,69,Lost,1,1,0,,
L0003029,20240106,CMP0001,Toronto,67,Invested,1,1,1,INV000349,20240117
L0003030,20240731,CMP0012,Hamilton,21,New,0,0,0,,
L0003031,20240623,CMP0010,Ottawa,91,Invested,1,1,1,INV000350,20240802
L0003032,20240620,CMP0017,Markham,46,New,0,0,0,,
L0003033,20240629,CMP0011,Toronto,97,Account Opened,1,1,1,,
L0003034,20240629,CMP0010,Ottawa,20,New,0,0,0,,
L0003035,20240529,CMP0006,Ottawa,68,KYC Done,1,1,0,,
L0003036,20240614,CMP0002,Brampton,21,Lost,0,0,0,,
L0003037,20240726,CMP0016,Windsor,95,Lost,1,1,0,,
L0003038,20241006,CMP0015,Ottawa,64,KYC Done,1,1,0,,
L0003039,20240721,CMP0003,Brampton,16,New,0,0,0,,
L0003040,20240823,CMP0013,Vaughan,29,New,0,0,0,,
L0003041,20241102,CMP0007,Toronto,42,New,0,0,0,,
L0003042,20241228,CMP0008,Mississauga,11,New,0,0,0,,
L0003043,20240209,CMP0016,Mississauga,10,New,0,0,0,,
L0003044,20240917,CMP0016,Kitchener,93,Lost,1,1,1,,
L0003045,20240323,CMP0004,Vaughan,98,Qualified,1,0,0,,
L0003046,20240313,CMP0006,Hamilton,58,Invested,1,1,1,INV000351,20240316
L0003047,20241017,CMP0015,Mississauga,91,Invested,1,1,1,INV000352,20241031
L0003048,20240126,CMP0017,Ottawa,68,Invested,1,1,1,INV000353,20240219
L0003049,20241106,CMP0002,Ottawa,12,New,0,0,0,,
L0003050,20241009,CMP0016,Ottawa,74,Account Opened,1,1,1,,
L0003051,20241230,CMP0009,Mississauga,11,New,0,0,0,,
L0003052,20240901,CMP0011,Toronto,83,Account Opened,1,1,1,,
L0003053,20241115,CMP0002,Kitchener,43,New,0,0,0,,
L0003054,20240213,CMP0013,Hamilton,22,New,0,0,0,,
L0003055,20241121,CMP0013,Toronto,33,Lost,0,0,0,,
L0003056,20240228,CMP0012,Windsor,71,Qualified,1,0,0,,
L0003057,20240425,CMP0015,Brampton,86,Account Opened,1,1,1,,
L0003058,20240216,CMP0018,London,61,Account Opened,1,1,1,,
L0003059,20240527,CMP0016,Toronto,24,Lost,0,0,0,,
L0003060,20241001,CMP0014,Kitchener,91,Qualified,1,0,0,,
L0003061,20240408,CMP0018,Toronto,81,Account Opened,1,1,1,,
L0003062,20241027,CMP0013,Kitchener,46,New,0,0,0,,
L0003063,20240809,CMP0013,London,59,Invested,1,1,1,INV000354,20240829
L0003064,20240818,CMP0010,Mississauga,96,Qualified,1,0,0,,
L0003065,20241209,CMP0014,Toronto,43,New,0,0,0,,
L0003066,20240607,CMP0002,Markham,12,New,0,0,0,,
L0003067,20240506,CMP0010,Toronto,23,New,0,0,0,,
L0003068,20241230,CMP0008,Toronto,64,Lost,1,1,1,,
L0003069,20240722,CMP0017,Hamilton,99,Account Opened,1,1,1,,
L0003070,20240812,CMP0002,Toronto,76,Qualified,1,0,0,,
L0003071,20240418,CMP0012,Ottawa,65,KYC Done,1,1,0,,
L0003072,20240319,CMP0004,Ottawa,39,New,0,0,0,,
L0003073,20240303,CMP0016,Toronto,49,New,0,0,0,,
L0003074,20240322,CMP0016,Brampton,13,New,0,0,0,,
L0003075,20240312,CMP0005,Toronto,43,New,0,0,0,,
L0003076,20240930,CMP0016,Windsor,66,Invested,1,1,1,INV000355,20241102
L0003077,20240122,CMP0009,Toronto,91,Qualified,1,0,0,,
L0003078,20240818,CMP0018,London,93,Invested,1,1,1,INV000356,20240926
L0003079,20241213,CMP0014,Hamilton,83,Qualified,1,0,0,,
L0003080,20241007,CMP0001,Markham,11,New,0,0,0,,
L0003081,20240527,CMP0004,Mississauga,83,KYC Done,1,1,0,,
L0003082,20240122,CMP0008,Toronto,29,New,0,0,0,,
L0003083,20241101,CMP0004,Ottawa,65,Invested,1,1,1,INV000357,20241116
L0003084,20240102,CMP0003,London,95,KYC Done,1,1,0,,
L0003085,20240906,CMP0018,London,89,Invested,1,1,1,INV000358,20241008
L0003086,20240902,CMP0016,Toronto,69,KYC Done,1,1,0,,
L0003087,20240311,CMP0008,London,36,New,0,0,0,,
L0003088,20240927,CMP0004,Toronto,56,Qualified,1,0,0,,
L0003089,20240305,CMP0004,Ottawa,73,KYC Done,1,1,0,,
L0003090,20240323,CMP0017,Ottawa,56,Lost,1,1,1,,
L0003091,20241024,CMP0006,Toronto,46,KYC Done,1,1,0,,
L0003092,20241224,CMP0001,Windsor,46,New,0,0,0,,
L0003093,20240406,CMP0008,Hamilton,63,Qualified,1,0,0,,
L0003094,20241203,CMP0009,Mississauga,13,New,0,0,0,,
L0003095,20241130,CMP0012,Toronto,99,Account Opened,1,1,1,,
L0003096,20241008,CMP0007,Markham,19,New,0,0,0,,
L0003097,20240221,CMP0017,Vaughan,98,Invested,1,1,1,INV000359,20240224
L0003098,20240419,CMP0012,Toronto,13,New,0,0,0,,
L0003099,20240905,CMP0018,Mississauga,56,New,0,0,0,,
L0003100,20241231,CMP0007,Hamilton,47,Lost,0,0,0,,
L0003101,20241025,CMP0012,Brampton,61,Account Opened,1,1,1,,
L0003102,20240602,CMP0007,Brampton,49,New,0,0,0,,
L0003103,20240327,CMP0013,Brampton,90,Account Opened,1,1,1,,
L0003104,20241217,CMP0014,Ottawa,11,New,0,0,0,,
L0003105,20240411,CMP0006,Toronto,98,KYC Done,1,1,0,,
L0003106,20240505,CMP0017,Brampton,72,Account Opened,1,1,1,,
L0003107,20241219,CMP0016,Toronto,80,Invested,1,1,1,INV000360,20241231
L0003108,20240724,CMP0017,Toronto,22,New,0,0,0,,
L0003109,20240406,CMP0004,Windsor,15,New,0,0,0,,
L0003110,20240102,CMP0013,Toronto,45,New,0,0,0,,
L0003111,20240606,CMP0002,Toronto,39,Lost,0,0,0,,
L0003112,20241226,CMP0002,Vaughan,80,Invested,1,1,1,INV000361,20241231
L0003113,20240607,CMP0018,Windsor,90,Invested,1,1,1,INV000362,20240705
L0003114,20240913,CMP0003,Vaughan,48,New,0,0,0,,
L0003115,20240402,CMP0016,Toronto,79,KYC Done,1,1,0,,
L0003116,20241010,CMP0008,Hamilton,15,New,0,0,0,,
L0003117,20241010,CMP0006,London,76,Account Opened,1,1,1,,
L0003118,20240810,CMP0002,Markham,18,New,0,0,0,,
L0003119,20241009,CMP0013,Toronto,70,Lost,1,1,1,,
L0003120,20240730,CMP0013,Brampton,44,New,0,0,0,,
L0003121,20240518,CMP0009,Mississauga,47,Invested,1,1,1,INV000363,20240610
L0003122,20240927,CMP0015,Hamilton,34,New,0,0,0,,
L0003123,20241101,CMP0006,Brampton,46,New,0,0,0,,
L0003124,20241103,CMP0010,Ottawa,88,KYC Done,1,1,0,,
L0003125,20240318,CMP0006,Hamilton,82,Account Opened,1,1,1,,
L0003126,20240904,CMP0011,Vaughan,40,New,0,0,0,,
L0003127,20240102,CMP0003,Kitchener,36,New,0,0,0,,
L0003128,20240728,CMP0009,London,55,Qualified,1,0,0,,
L0003129,20240728,CMP0010,Toronto,71,Lost,1,0,0,,
L0003130,20240513,CMP0011,Vaughan,26,New,0,0,0,,
L0003131,20241229,CMP0009,Toronto,75,Qualified,1,0,0,,
L0003132,20241119,CMP0012,Toronto,95,Account Opened,1,1,1,,
L0003133,20240115,CMP0010,Brampton,86,KYC Done,1,1,0,,
L0003134,20240317,CMP0006,London,59,Qualified,1,0,0,,
L0003135,20240317,CMP0004,Toronto,38,New,0,0,0,,
L0003136,20241124,CMP0012,Mississauga,39,New,0,0,0,,
L0003137,20240708,CMP0017,Toronto,76,KYC Done,1,1,0,,
L0003138,20240923,CMP0014,Hamilton,50,New,0,0,0,,
L0003139,20241023,CMP0012,London,19,Lost,0,0,0,,
L0003140,20241007,CMP0017,Ottawa,70,Invested,1,1,1,INV000364,20241017
L0003141,20240202,CMP0017,Ottawa,22,Lost,0,0,0,,
L0003142,20240221,CMP0010,Vaughan,98,Account Opened,1,1,1,,
L0003143,20240524,CMP0002,Brampton,47,New,0,0,0,,
L0003144,20240503,CMP0012,Ottawa,40,New,0,0,0,,
L0003145,20240930,CMP0012,Ottawa,14,New,0,0,0,,
L0003146,20240227,CMP0005,London,25,New,0,0,0,,
L0003147,20240515,CMP0016,Markham,95,Account Opened,1,1,1,,
L0003148,20240327,CMP0016,Toronto,58,Account Opened,1,1,1,,
L0003149,20240310,CMP0006,Vaughan,91,Lost,1,1,0,,
L0003150,20240304,CMP0009,Ottawa,96,Lost,1,0,0,,
L0003151,20240312,CMP0004,Kitchener,14,Lost,0,0,0,,
L0003152,20240725,CMP0004,Ottawa,44,New,0,0,0,,
L0003153,20240530,CMP0005,Ottawa,85,Invested,1,1,1,INV000365,20240710
L0003154,20240608,CMP0007,Toronto,54,Qualified,1,0,0,,
L0003155,20240624,CMP0005,Ottawa,55,Account Opened,1,1,1,,
L0003156,20240928,CMP0003,Ottawa,61,Lost,1,1,1,,
L0003157,20241111,CMP0009,Vaughan,73,Invested,1,1,1,INV000366,20241127
L0003158,20240711,CMP0012,Vaughan,94,Account Opened,1,1,1,,
L0003159,20240823,CMP0006,Ottawa,89,Lost,1,1,1,,
L0003160,20240927,CMP0010,Vaughan,66,Account Opened,1,1,1,,
L0003161,20240909,CMP0005,Vaughan,61,Account Opened,1,1,1,,
L0003162,20240219,CMP0013,Kitchener,42,New,0,0,0,,
L0003163,20241225,CMP0012,Brampton,20,New,0,0,0,,
L0003164,20240301,CMP0018,Toronto,73,Lost,1,1,0,,
L0003165,20240530,CMP0001,Kitchener,10,New,0,0,0,,
L0003166,20240826,CMP0016,Hamilton,72,Lost,1,1,1,,
L0003167,20240527,CMP0007,Ottawa,54,New,0,0,0,,
L0003168,20240329,CMP0002,Brampton,80,Account Opened,1,1,1,,
L0003169,20241203,CMP0013,Toronto,95,Account Opened,1,1,1,,
L0003170,20240127,CMP0004,Toronto,59,KYC Done,1,1,0,,
L0003171,20240330,CMP0004,Mississauga,61,KYC Done,1,1,0,,
L0003172,20241229,CMP0018,Ottawa,53,New,0,0,0,,
L0003173,20240924,CMP0004,Ottawa,43,New,0,0,0,,
L0003174,20240201,CMP0010,Ottawa,17,New,0,0,0,,
L0003175,20241003,CMP0004,Toronto,12,New,0,0,0,,
L0003176,20241220,CMP0003,Toronto,75,Invested,1,1,1,INV000367,20241231
L0003177,20240205,CMP0001,Ottawa,92,Invested,1,1,1,INV000368,20240206
L0003178,20240531,CMP0001,Toronto,14,New,0,0,0,,
L0003179,20240620,CMP0009,Vaughan,39,New,0,0,0,,
L0003180,20240217,CMP0008,Brampton,64,Account Opened,1,1,1,,
L0003181,20240314,CMP0001,Brampton,73,Invested,1,1,1,INV000369,20240328
L0003182,20240304,CMP0007,Ottawa,76,Qualified,1,0,0,,
L0003183,20240308,CMP0005,Hamilton,72,Lost,1,1,1,,
L0003184,20240527,CMP0011,Toronto,17,New,0,0,0,,
L0003185,20240618,CMP0018,London,32,New,0,0,0,,
L0003186,20240328,CMP0013,Toronto,52,New,0,0,0,,
L0003187,20240415,CMP0017,Brampton,15,New,0,0,0,,
L0003188,20240311,CMP0004,Brampton,40,New,0,0,0,,
L0003189,20241018,CMP0004,Ottawa,44,New,0,0,0,,
L0003190,20240318,CMP0014,London,98,Qualified,1,0,0,,
L0003191,20241128,CMP0006,Markham,38,New,0,0,0,,
L0003192,20240716,CMP0016,Ottawa,97,Qualified,1,0,0,,
L0003193,20241020,CMP0009,Toronto,73,Qualified,1,0,0,,
L0003194,20240820,CMP0004,London,72,Invested,1,1,1,INV000370,20240821
L0003195,20240407,CMP0016,Ottawa,83,Invested,1,1,1,INV000371,20240521
L0003196,20240808,CMP0010,Hamilton,85,KYC Done,1,1,0,,
L0003197,20240410,CMP0015,Ottawa,30,New,0,0,0,,
L0003198,20240213,CMP0009,Brampton,47,Lost,0,0,0,,
L0003199,20240403,CMP0003,London,57,Qualified,1,0,0,,
L0003200,20240410,CMP0013,Ottawa,97,Lost,1,1,1,,
L0003201,20240219,CMP0003,Vaughan,13,New,0,0,0,,
L0003202,20240109,CMP0012,London,52,New,0,0,0,,
L0003203,20241211,CMP0008,Ottawa,29,New,0,0,0,,
L0003204,20240706,CMP0015,Toronto,28,New,0,0,0,,
L0003205,20240527,CMP0016,Toronto,78,Account Opened,1,1,1,,
L0003206,20241206,CMP0008,Toronto,28,New,0,0,0,,
L0003207,20240323,CMP0016,Mississauga,81,Account Opened,1,1,1,,
L0003208,20240527,CMP0002,Toronto,99,Qualified,1,0,0,,
L0003209,20241105,CMP0002,Hamilton,79,Account Opened,1,1,1,,
L0003210,20240819,CMP0018,Mississauga,25,New,0,0,0,,
L0003211,20240526,CMP0011,Toronto,22,New,0,0,0,,
L0003212,20240403,CMP0009,Brampton,49,Invested,1,1,1,INV000372,20240411
L0003213,20240113,CMP0003,Markham,59,KYC Done,1,1,0,,
L0003214,20240201,CMP0006,Mississauga,80,Invested,1,1,1,INV000373,20240205
L0003215,20240229,CMP0013,Kitchener,48,KYC Done,1,1,0,,
L0003216,20241014,CMP0015,Vaughan,25,New,0,0,0,,
L0003217,20240821,CMP0017,Vaughan,99,Invested,1,1,1,INV000374,20240920
L0003218,20240607,CMP0008,Hamilton,91,KYC Done,1,1,0,,
L0003219,20241013,CMP0009,Markham,68,KYC Done,1,1,0,,
L0003220,20240228,CMP0003,Brampton,72,Invested,1,1,1,INV000375,20240320
L0003221,20240318,CMP0002,London,94,Account Opened,1,1,1,,
L0003222,20240523,CMP0008,Mississauga,52,Qualified,1,0,0,,
L0003223,20241201,CMP0011,Toronto,23,New,0,0,0,,
L0003224,20240812,CMP0002,Kitchener,64,Qualified,1,0,0,,
L0003225,20241107,CMP0008,Ottawa,50,New,0,0,0,,
L0003226,20240331,CMP0012,Toronto,81,Qualified,1,0,0,,
L0003227,20241106,CMP0015,Toronto,79,Qualified,1,0,0,,
L0003228,20240127,CMP0017,Ottawa,52,New,0,0,0,,
L0003229,20240324,CMP0007,Vaughan,43,Lost,0,0,0,,
L0003230,20240710,CMP0008,Vaughan,47,Qualified,1,0,0,,
L0003231,20240119,CMP0016,Toronto,66,KYC Done,1,1,0,,
L0003232,20241110,CMP0013,Toronto,67,Lost,1,1,1,,
L0003233,20241113,CMP0005,Toronto,56,Qualified,1,0,0,,
L0003234,20240717,CMP0013,Hamilton,57,Account Opened,1,1,1,,
L0003235,20240421,CMP0003,Ottawa,99,Account Opened,1,1,1,,
L0003236,20240206,CMP0009,London,32,New,0,0,0,,
L0003237,20240814,CMP0006,Hamilton,25,New,0,0,0,,
L0003238,20240715,CMP0018,Toronto,81,Invested,1,1,1,INV000376,20240809
L0003239,20241005,CMP0001,Mississauga,94,Invested,1,1,1,INV000377,20241008
L0003240,20240808,CMP0016,Mississauga,64,Account Opened,1,1,1,,
L0003241,20240216,CMP0006,London,46,New,0,0,0,,
L0003242,20240214,CMP0001,Hamilton,41,New,0,0,0,,
L0003243,20241012,CMP0012,Kitchener,52,New,0,0,0,,
L0003244,20240228,CMP0013,Toronto,14,New,0,0,0,,
L0003245,20241209,CMP0003,Kitchener,57,Account Opened,1,1,1,,
L0003246,20240208,CMP0001,Mississauga,34,Lost,0,0,0,,
L0003247,20240923,CMP0003,Brampton,33,New,0,0,0,,
L0003248,20241222,CMP0008,Toronto,60,Account Opened,1,1,1,,
L0003249,20240610,CMP0003,Mississauga,96,Qualified,1,0,0,,
L0003250,20240121,CMP0013,Toronto,28,New,0,0,0,,
L0003251,20241116,CMP0002,Toronto,92,Invested,1,1,1,INV000378,20241205
L0003252,20240309,CMP0015,Ottawa,56,Account Opened,1,1,1,,
L0003253,20240712,CMP0016,Markham,97,KYC Done,1,1,0,,
L0003254,20241226,CMP0013,London,44,New,0,0,0,,
L0003255,20240929,CMP0017,Markham,99,KYC Done,1,1,0,,
L0003256,20240117,CMP0017,London,69,Invested,1,1,1,INV000379,20240201
L0003257,20241027,CMP0001,Windsor,70,KYC Done,1,1,0,,
L0003258,20240229,CMP0007,Toronto,60,Qualified,1,0,0,,
L0003259,20241001,CMP0014,Windsor,50,New,0,0,0,,
L0003260,20240815,CMP0007,Brampton,57,New,0,0,0,,
L0003261,20240415,CMP0014,Ottawa,86,KYC Done,1,1,0,,
L0003262,20240604,CMP0014,Ottawa,81,KYC Done,1,1,0,,
L0003263,20240213,CMP0018,Toronto,12,Lost,0,0,0,,
L0003264,20241227,CMP0006,Toronto,72,Account Opened,1,1,1,,
L0003265,20240328,CMP0007,Ottawa,85,Account Opened,1,1,1,,
L0003266,20240422,CMP0001,Markham,76,KYC Done,1,1,0,,
L0003267,20240703,CMP0006,Vaughan,54,New,0,0,0,,
L0003268,20240903,CMP0006,Toronto,40,Lost,0,0,0,,
L0003269,20240703,CMP0009,Mississauga,70,Account Opened,1,1,1,,
L0003270,20240703,CMP0008,Hamilton,69,Account Opened,1,1,1,,
L0003271,20240801,CMP0016,Brampton,43,New,0,0,0,,
L0003272,20241109,CMP0014,Mississauga,46,New,0,0,0,,
L0003273,20240524,CMP0014,Brampton,43,New,0,0,0,,
L0003274,20241031,CMP0001,London,14,New,0,0,0,,
L0003275,20241015,CMP0009,Toronto,12,New,0,0,0,,
L0003276,20241217,CMP0014,Toronto,17,New,0,0,0,,
L0003277,20241130,CMP0005,Toronto,48,New,0,0,0,,
L0003278,20241019,CMP0008,Ottawa,55,Lost,1,1,1,,
L0003279,20240331,CMP0014,Mississauga,46,KYC Done,1,1,0,,
L0003280,20241010,CMP0015,Ottawa,95,KYC Done,1,1,0,,
L0003281,20240926,CMP0016,Vaughan,30,New,0,0,0,,
L0003282,20240415,CMP0008,Mississauga,45,New,0,0,0,,
L0003283,20240905,CMP0008,Toronto,32,New,0,0,0,,
L0003284,20240402,CMP0007,Toronto,36,New,0,0,0,,
L0003285,20240710,CMP0013,Windsor,62,Qualified,1,0,0,,
