TransactionID,TransactionDateKey,InvestorID,SchemeID,Amount,TxnType,InvestmentMode,IsFirstInvestmentFlag
T000011327,20240306,INV000303,SCH0005,20938.0,Purchase,LumpSum,0
T000011328,20240922,INV000113,SCH0003,4465.0,Purchase,LumpSum,0
T000011329,20240419,INV000393,SCH0007,1089.0,Purchase,SIP,0
T000011330,20241231,INV000014,SCH0001,1510.0,Purchase,SIP,0
T000011331,20240425,INV000433,SCH0001,2210.0,Purchase,SIP,0
T000011332,20241209,INV000307,SCH0012,1864.0,Purchase,SIP,0
T000011333,20240907,INV000169,SCH0003,4688.0,Purchase,LumpSum,0
T000011334,20240905,INV000041,SCH0004,24554.0,Purchase,LumpSum,0
T000011335,20241009,INV000692,SCH0003,1001.0,Purchase,SIP,0
T000011336,20240130,INV000408,SCH0002,46482.0,Purchase,LumpSum,0
T000011337,20240505,INV000215,SCH0006,17084.0,Purchase,LumpSum,0
T000011338,20240621,INV000535,SCH0002,1117.0,Purchase,SIP,0
T000011339,20240215,INV000622,SCH0005,-8313.0,Redemption,LumpSum,0
T000011340,20240519,INV000693,SCH0006,13431.0,Purchase,LumpSum,0
T000011341,20240417,INV000453,SCH0012,48502.0,Purchase,LumpSum,0
T000011342,20241108,INV000492,SCH0012,1347.0,Purchase,SIP,0
T000011343,20240907,INV000698,SCH0006,4171.0,Purchase,LumpSum,0
T000011344,20240915,INV000504,SCH0001,1441.0,Purchase,SIP,0
T000011345,20241218,INV000171,SCH0012,38074.0,Purchase,LumpSum,0
T000011346,20240124,INV000038,SCH0005,1955.0,Purchase,SIP,0
T000011347,20240523,INV000686,SCH0002,1126.0,Purchase,SIP,0
T000011348,20240323,INV000073,SCH0003,807.0,Purchase,SIP,0
T000011349,20241214,INV000144,SCH0011,1194.0,Purchase,SIP,0
T000011350,20240227,INV000425,SCH0007,810.0,Purchase,SIP,0
T000011351,20240404,INV000124,SCH0002,-2634.0,Redemption,LumpSum,0
T000011352,20240719,INV000126,SCH0005,1651.0,Purchase,SIP,0
T000011353,20240821,INV000655,SCH0010,2226.0,Purchase,SIP,0
T000011354,20241105,INV000183,SCH0011,20208.0,Purchase,LumpSum,0
T000011355,20240427,INV000133,SCH0011,-43263.0,Redemption,LumpSum,0
T000011356,20240506,INV000170,SCH0008,2483.0,Purchase,SIP,0
T000011357,20240320,INV000150,SCH0012,-32168.0,Redemption,LumpSum,0
T000011358,20240326,INV000184,SCH0006,1489.0,Purchase,SIP,0
T000011359,20240309,INV000385,SCH0003,890.0,Purchase,SIP,0
T000011360,20240716,INV000334,SCH0005,1563.0,Purchase,SIP,0
T000011361,20241118,INV000486,SCH0002,24251.0,Purchase,LumpSum,0
T000011362,20241103,INV000501,SCH0010,-32771.0,Redemption,LumpSum,0
T000011363,20241231,INV000674,SCH0012,480.0,Purchase,SIP,0
T000011364,20241111,INV000461,SCH0006,2337.0,Purchase,SIP,0
T000011365,20240921,INV000050,SCH0005,57096.0,Purchase,LumpSum,0
T000011366,20240731,INV000166,SCH0010,1571.0,Purchase,SIP,0
T000011367,20241231,INV000244,SCH0001,-34222.0,Redemption,LumpSum,0
T000011368,20240610,INV000051,SCH0001,16072.0,Purchase,LumpSum,0
T000011369,20240417,INV000357,SCH0007,2132.0,Purchase,SIP,0
T000011370,20240819,INV000247,SCH0002,2485.0,Purchase,SIP,0
T000011371,20240222,INV000600,SCH0006,6369.0,Purchase,LumpSum,0
T000011372,20240105,INV000648,SCH0003,35069.0,Purchase,LumpSum,0
T000011373,20240903,INV000239,SCH0001,1505.0,Purchase,SIP,0
T000011374,20241107,INV000396,SCH0003,11736.0,Purchase,LumpSum,0
T000011375,20241028,INV000529,SCH0005,515.0,Purchase,SIP,0
T000011376,20241020,INV000379,SCH0011,26913.0,Purchase,LumpSum,0
T000011377,20241127,INV000321,SCH0003,51208.0,Purchase,LumpSum,0
T000011378,20240710,INV000694,SCH0008,26887.0,Purchase,LumpSum,0
T000011379,20240612,INV000300,SCH0001,-31977.0,Redemption,LumpSum,0
T000011380,20241125,INV000671,SCH0001,796.0,Purchase,SIP,0
T000011381,20240818,INV000320,SCH0006,1062.0,Purchase,SIP,0
T000011382,20240909,INV000008,SCH0011,987.0,Purchase,SIP,0
T000011383,20240109,INV000683,SCH0004,853.0,Purchase,SIP,0
T000011384,20240305,INV000485,SCH0009,5557.0,Purchase,LumpSum,0
T000011385,20240226,INV000043,SCH0004,17867.0,Purchase,LumpSum,0
T000011386,20240328,INV000554,SCH0011,1632.0,Purchase,SIP,0
T000011387,20240518,INV000692,SCH0003,29056.0,Purchase,LumpSum,0
T000011388,20240613,INV000136,SCH0002,13631.0,Purchase,LumpSum,0
T000011389,20240707,INV000428,SCH0003,-15076.0,Redemption,LumpSum,0
T000011390,20240822,INV000189,SCH0002,501.0,Purchase,SIP,0
T000011391,20240428,INV000437,SCH0012,-22322.0,Redemption,LumpSum,0
T000011392,20240419,INV000586,SCH0009,-13333.0,Redemption,LumpSum,0
T000011393,20240819,INV000190,SCH0010,2053.0,Purchase,SIP,0
T000011394,20240823,INV000538,SCH0002,25590.0,Purchase,LumpSum,0
T000011395,20240710,INV000310,SCH0004,32346.0,Purchase,LumpSum,0
T000011396,20240113,INV000141,SCH0003,1795.0,Purchase,SIP,0
T000011397,20240925,INV000138,SCH0002,2250.0,Purchase,SIP,0
T000011398,20240331,INV000384,SCH0005,1844.0,Purchase,SIP,0
T000011399,20240419,INV000673,SCH0003,54886.0,Purchase,LumpSum,0
T000011400,20240701,INV000129,SCH0004,35181.0,Purchase,LumpSum,0
T000011401,20240709,INV000059,SCH0003,2367.0,Purchase,SIP,0
T000011402,20240826,INV000289,SCH0012,22998.0,Purchase,LumpSum,0
T000011403,20241228,INV000615,SCH0011,2272.0,Purchase,SIP,0
T000011404,20240126,INV000509,SCH0006,2460.0,Purchase,SIP,0
T000011405,20240704,INV000274,SCH0001,27143.0,Purchase,LumpSum,0
T000011406,20240319,INV000195,SCH0006,14984.0,Purchase,LumpSum,0
T000011407,20241225,INV000571,SCH0012,702.0,Purchase,SIP,0
T000011408,20240119,INV000073,SCH0011,2417.0,Purchase,SIP,0
T000011409,20240421,INV000219,SCH0003,1923.0,Purchase,SIP,0
T000011410,20241105,INV000475,SCH0004,1700.0,Purchase,SIP,0
T000011411,20240821,INV000448,SCH0003,50514.0,Purchase,LumpSum,0
T000011412,20240906,INV000081,SCH0006,2244.0,Purchase,SIP,0
T000011413,20240913,INV000219,SCH0005,31532.0,Purchase,LumpSum,0
T000011414,20241106,INV000479,SCH0002,2093.0,Purchase,SIP,0
T000011415,20240228,INV000340,SCH0011,1325.0,Purchase,SIP,0
T000011416,20240518,INV000333,SCH0004,-43073.0,Redemption,LumpSum,0
T000011417,20240427,INV000650,SCH0007,1960.0,Purchase,SIP,0
T000011418,20241026,INV000694,SCH0009,1712.0,Purchase,SIP,0
T000011419,20240805,INV000392,SCH0011,1866.0,Purchase,SIP,0
T000011420,20240804,INV000380,SCH0004,1810.0,Purchase,SIP,0
T000011421,20241231,INV000382,SCH0008,1808.0,Purchase,SIP,0
T000011422,20240921,INV000096,SCH0002,53129.0,Purchase,LumpSum,0
T000011423,20241023,INV000186,SCH0003,868.0,Purchase,SIP,0
T000011424,20240214,INV000057,SCH0008,10790.0,Purchase,LumpSum,0
T000011425,20241110,INV000601,SCH0006,-31881.0,Redemption,LumpSum,0
T000011426,20240315,INV000329,SCH0007,748.0,Purchase,SIP,0
T000011427,20240812,INV000183,SCH0004,-26762.0,Redemption,LumpSum,0
T000011428,20240328,INV000275,SCH0005,1308.0,Purchase,SIP,0
T000011429,20240509,INV000162,SCH0002,8825.0,Purchase,LumpSum,0
T000011430,20241206,INV000354,SCH0004,-35389.0,Redemption,LumpSum,0
T000011431,20241217,INV000049,SCH0009,2997.0,Purchase,LumpSum,0
T000011432,20241210,INV000557,SCH0001,20271.0,Purchase,LumpSum,0
T000011433,20240208,INV000578,SCH0011,22900.0,Purchase,LumpSum,0
T000011434,20240910,INV000356,SCH0012,-38028.0,Redemption,LumpSum,0
T000011435,20241028,INV000547,SCH0005,46055.0,Purchase,LumpSum,0
T000011436,20240825,INV000144,SCH0001,27576.0,Purchase,LumpSum,0
T000011437,20240128,INV000296,SCH0011,2142.0,Purchase,SIP,0
T000011438,20240503,INV000670,SCH0001,-39328.0,Redemption,LumpSum,0
T000011439,20240625,INV000317,SCH0011,2344.0,Purchase,SIP,0
T000011440,20240110,INV000158,SCH0004,1131.0,Purchase,SIP,0
T000011441,20240930,INV000544,SCH0006,26395.0,Purchase,LumpSum,0
T000011442,20240414,INV000552,SCH0008,24300.0,Purchase,LumpSum,0
T000011443,20241006,INV000565,SCH0012,2055.0,Purchase,SIP,0
T000011444,20241004,INV000645,SCH0007,-15676.0,Redemption,LumpSum,0
T000011445,20240406,INV000406,SCH0001,23994.0,Purchase,LumpSum,0
T000011446,20241115,INV000664,SCH0005,-3805.0,Redemption,LumpSum,0
T000011447,20241109,INV000299,SCH0009,812.0,Purchase,SIP,0
T000011448,20240831,INV000412,SCH0004,696.0,Purchase,SIP,0
T000011449,20241017,INV000122,SCH0008,10178.0,Purchase,LumpSum,0
T000011450,20240703,INV000368,SCH0007,39968.0,Purchase,LumpSum,0
T000011451,20240907,INV000242,SCH0003,30207.0,Purchase,LumpSum,0
T000011452,20240703,INV000655,SCH0006,1990.0,Purchase,SIP,0
T000011453,20241111,INV000207,SCH0009,734.0,Purchase,SIP,0
T000011454,20240906,INV000507,SCH0009,59186.0,Purchase,LumpSum,0
T000011455,20240922,INV000278,SCH0009,-44089.0,Redemption,LumpSum,0
T000011456,20241222,INV000362,SCH0011,2034.0,Purchase,SIP,0
T000011457,20240127,INV000131,SCH0010,36262.0,Purchase,LumpSum,0
T000011458,20240704,INV000152,SCH0004,1956.0,Purchase,SIP,0
T000011459,20240311,INV000677,SCH0006,-10915.0,Redemption,LumpSum,0
T000011460,20241023,INV000385,SCH0011,2444.0,Purchase,SIP,0
T000011461,20241110,INV000675,SCH0006,35221.0,Purchase,LumpSum,0
T000011462,20241010,INV000159,SCH0004,1394.0,Purchase,SIP,0
T000011463,20240612,INV000311,SCH0003,2337.0,Purchase,SIP,0
T000011464,20240614,INV000490,SCH0009,-35922.0,Redemption,LumpSum,0
T000011465,20240131,INV000144,SCH0002,1989.0,Purchase,SIP,0
T000011466,20241017,INV000627,SCH0004,-44462.0,Redemption,LumpSum,0
T000011467,20240308,INV000032,SCH0008,49307.0,Purchase,LumpSum,0
T000011468,20240723,INV000634,SCH0011,1654.0,Purchase,SIP,0
T000011469,20240719,INV000528,SCH0012,3311.0,Purchase,LumpSum,0
T000011470,20240619,INV000637,SCH0007,-35236.0,Redemption,LumpSum,0
T000011471,20240801,INV000669,SCH0011,41078.0,Purchase,LumpSum,0
T000011472,20240217,INV000511,SCH0007,1128.0,Purchase,SIP,0
T000011473,20240912,INV000125,SCH0002,854.0,Purchase,SIP,0
T000011474,20240512,INV000342,SCH0008,2072.0,Purchase,SIP,0
T000011475,20240330,INV000324,SCH0004,-3018.0,Redemption,LumpSum,0
T000011476,20240517,INV000069,SCH0001,12606.0,Purchase,LumpSum,0
T000011477,20240730,INV000279,SCH0002,946.0,Purchase,SIP,0
T000011478,20240521,INV000269,SCH0003,1223.0,Purchase,SIP,0
T000011479,20240222,INV000399,SCH0001,-44174.0,Redemption,LumpSum,0
T000011480,20240612,INV000449,SCH0002,1265.0,Purchase,SIP,0
T000011481,20240329,INV000678,SCH0009,2021.0,Purchase,LumpSum,0
T000011482,20240823,INV000089,SCH0008,30911.0,Purchase,LumpSum,0
T000011483,20240614,INV000327,SCH0004,915.0,Purchase,SIP,0
T000011484,20240905,INV000344,SCH0003,2316.0,Purchase,SIP,0
T000011485,20241211,INV000330,SCH0010,1164.0,Purchase,SIP,0
T000011486,20240902,INV000353,SCH0011,-10411.0,Redemption,LumpSum,0
T000011487,20240828,INV000062,SCH0003,5920.0,Purchase,LumpSum,0
T000011488,20240803,INV000167,SCH0003,987.0,Purchase,SIP,0
T000011489,20240403,INV000494,SCH0001,59775.0,Purchase,LumpSum,0
T000011490,20240930,INV000106,SCH0005,35427.0,Purchase,LumpSum,0
T000011491,20241002,INV000237,SCH0001,-21852.0,Redemption,LumpSum,0
T000011492,20240117,INV000307,SCH0008,606.0,Purchase,SIP,0
T000011493,20240503,INV000534,SCH0003,39627.0,Purchase,LumpSum,0
T000011494,20241118,INV000385,SCH0001,47180.0,Purchase,LumpSum,0
T000011495,20240618,INV000145,SCH0010,17639.0,Purchase,LumpSum,0
T000011496,20240214,INV000220,SCH0001,3831.0,Purchase,LumpSum,0
T000011497,20240813,INV000480,SCH0001,854.0,Purchase,SIP,0
T000011498,20240723,INV000585,SCH0002,-38533.0,Redemption,LumpSum,0
T000011499,20240715,INV000525,SCH0009,420.0,Purchase,SIP,0
T000011500,20240328,INV000535,SCH0003,47653.0,Purchase,LumpSum,0
T000011501,20240130,INV000027,SCH0003,1248.0,Purchase,SIP,0
T000011502,20240724,INV000366,SCH0004,-10270.0,Redemption,LumpSum,0
T000011503,20240203,INV000291,SCH0010,578.0,Purchase,SIP,0
T000011504,20240530,INV000552,SCH0003,10994.0,Purchase,LumpSum,0
T000011505,20240915,INV000018,SCH0010,1882.0,Purchase,SIP,0
T000011506,20240717,INV000386,SCH0009,-1326.0,Redemption,LumpSum,0
T000011507,20241129,INV000032,SCH0004,980.0,Purchase,SIP,0
T000011508,20241129,INV000686,SCH0007,40527.0,Purchase,LumpSum,0
T000011509,20240803,INV000575,SCH0004,650.0,Purchase,SIP,0
T000011510,20240821,INV000297,SCH0001,-7918.0,Redemption,LumpSum,0
T000011511,20240105,INV000216,SCH0002,1344.0,Purchase,SIP,0
T000011512,20241112,INV000439,SCH0004,-23967.0,Redemption,LumpSum,0
T000011513,20240203,INV000481,SCH0001,-9985.0,Redemption,LumpSum,0
T000011514,20240831,INV000631,SCH0006,6685.0,Purchase,LumpSum,0
T000011515,20240623,INV000620,SCH0003,904.0,Purchase,SIP,0
T000011516,20240629,INV000109,SCH0002,564.0,Purchase,SIP,0
T000011517,20240603,INV000427,SCH0006,52446.0,Purchase,LumpSum,0
T000011518,20241121,INV000315,SCH0008,34246.0,Purchase,LumpSum,0
T000011519,20240128,INV000345,SCH0011,-33300.0,Redemption,LumpSum,0
T000011520,20240811,INV000120,SCH0012,-26813.0,Redemption,LumpSum,0
T000011521,20241108,INV000233,SCH0005,50949.0,Purchase,LumpSum,0
T000011522,20241109,INV000216,SCH0011,1034.0,Purchase,SIP,0
T000011523,20241019,INV000103,SCH0001,1175.0,Purchase,SIP,0
T000011524,20241031,INV000388,SCH0009,21125.0,Purchase,LumpSum,0
T000011525,20240916,INV000654,SCH0009,-26684.0,Redemption,LumpSum,0
T000011526,20240426,INV000529,SCH0012,-10744.0,Redemption,LumpSum,0
T000011527,20241020,INV000497,SCH0006,2162.0,Purchase,SIP,0
T000011528,20240613,INV000437,SCH0010,1550.0,Purchase,SIP,0
T000011529,20240606,INV000105,SCH0001,25584.0,Purchase,LumpSum,0
T000011530,20240718,INV000012,SCH0004,44624.0,Purchase,LumpSum,0
T000011531,20240515,INV000404,SCH0012,851.0,Purchase,SIP,0
T000011532,20241105,INV000673,SCH0012,1027.0,Purchase,SIP,0
T000011533,20240515,INV000050,SCH0001,-43192.0,Redemption,LumpSum,0
T000011534,20240327,INV000368,SCH0011,1837.0,Purchase,SIP,0
T000011535,20241026,INV000635,SCH0011,16304.0,Purchase,LumpSum,0
T000011536,20241116,INV000272,SCH0007,936.0,Purchase,SIP,0
T000011537,20241212,INV000270,SCH0002,31990.0,Purchase,LumpSum,0
T000011538,20241006,INV000659,SCH0003,17222.0,Purchase,LumpSum,0
T000011539,20240424,INV000222,SCH0005,42044.0,Purchase,LumpSum,0
T000011540,20240410,INV000138,SCH0004,16685.0,Purchase,LumpSum,0
T000011541,20240827,INV000056,SCH0008,2104.0,Purchase,SIP,0
T000011542,20240829,INV000135,SCH0004,6605.0,Purchase,LumpSum,0
T000011543,20240610,INV000069,SCH0012,656.0,Purchase,SIP,0
T000011544,20240208,INV000187,SCH0010,-28039.0,Redemption,LumpSum,0
T000011545,20240110,INV000278,SCH0012,26763.0,Purchase,LumpSum,0
T000011546,20241218,INV000665,SCH0002,-2069.0,Redemption,LumpSum,0
T000011547,20240612,INV000225,SCH0012,803.0,Purchase,SIP,0
T000011548,20240411,INV000072,SCH0012,2346.0,Purchase,SIP,0
T000011549,20240116,INV000626,SCH0001,17107.0,Purchase,LumpSum,0
T000011550,20240630,INV000095,SCH0012,568.0,Purchase,SIP,0
T000011551,20240711,INV000102,SCH0003,1747.0,Purchase,SIP,0
T000011552,20241030,INV000402,SCH0010,3133.0,Purchase,LumpSum,0
T000011553,20241109,INV000616,SCH0001,-9363.0,Redemption,LumpSum,0
T000011554,20240611,INV000001,SCH0010,499.0,Purchase,SIP,0
T000011555,20241021,INV000521,SCH0012,-23222.0,Redemption,LumpSum,0
T000011556,20240825,INV000062,SCH0003,25684.0,Purchase,LumpSum,0
T000011557,20241219,INV000403,SCH0008,24457.0,Purchase,LumpSum,0
T000011558,20240417,INV000309,SCH0011,1616.0,Purchase,SIP,0
T000011559,20241101,INV000374,SCH0011,1469.0,Purchase,SIP,0
T000011560,20241123,INV000289,SCH0003,659.0,Purchase,SIP,0
T000011561,20241001,INV000038,SCH0008,752.0,Purchase,SIP,0
T000011562,20240305,INV000252,SCH0010,1365.0,Purchase,SIP,0
T000011563,20241120,INV000457,SCH0004,4637.0,Purchase,LumpSum,0
T000011564,20240914,INV000672,SCH0006,2455.0,Purchase,SIP,0
T000011565,20240424,INV000054,SCH0011,-21934.0,Redemption,LumpSum,0
T000011566,20240311,INV000354,SCH0003,35646.0,Purchase,LumpSum,0
T000011567,20240115,INV000408,SCH0011,2311.0,Purchase,SIP,0
T000011568,20240104,INV000226,SCH0003,2581.0,Purchase,SIP,0
T000011569,20240721,INV000580,SCH0004,1565.0,Purchase,SIP,0
T000011570,20240712,INV000045,SCH0010,-38547.0,Redemption,LumpSum,0
T000011571,20240420,INV000459,SCH0011,-32783.0,Redemption,LumpSum,0
T000011572,20241111,INV000291,SCH0005,31334.0,Purchase,LumpSum,0
T000011573,20241201,INV000398,SCH0001,2308.0,Purchase,SIP,0
T000011574,20240618,INV000228,SCH0011,25056.0,Purchase,LumpSum,0
T000011575,20240820,INV000017,SCH0004,1787.0,Purchase,SIP,0
T000011576,20240305,INV000227,SCH0002,1403.0,Purchase,SIP,0
T000011577,20241201,INV000266,SCH0004,-20394.0,Redemption,LumpSum,0
T000011578,20240810,INV000330,SCH0004,1047.0,Purchase,SIP,0
T000011579,20240220,INV000015,SCH0001,38450.0,Purchase,LumpSum,0
T000011580,20240106,INV000329,SCH0002,-44418.0,Redemption,LumpSum,0
T000011581,20241010,INV000170,SCH0008,58034.0,Purchase,LumpSum,0
T000011582,20240102,INV000146,SCH0002,1060.0,Purchase,SIP,0
T000011583,20241108,INV000612,SCH0008,4350.0,Purchase,LumpSum,0
T000011584,20240913,INV000222,SCH0007,34057.0,Purchase,LumpSum,0
T000011585,20240123,INV000031,SCH0005,1820.0,Purchase,SIP,0
T000011586,20240301,INV000128,SCH0002,1650.0,Purchase,SIP,0
T000011587,20240305,INV000672,SCH0010,-26167.0,Redemption,LumpSum,0
T000011588,20240709,INV000226,SCH0002,25945.0,Purchase,LumpSum,0
T000011589,20241005,INV000475,SCH0003,2106.0,Purchase,SIP,0
T000011590,20241014,INV000490,SCH0011,1144.0,Purchase,SIP,0
T000011591,20240520,INV000523,SCH0001,46597.0,Purchase,LumpSum,0
T000011592,20240429,INV000447,SCH0004,29997.0,Purchase,LumpSum,0
T000011593,20240524,INV000101,SCH0007,-1341.0,Redemption,LumpSum,0
T000011594,20240605,INV000484,SCH0005,2334.0,Purchase,SIP,0
T000011595,20240218,INV000410,SCH0011,-8988.0,Redemption,LumpSum,0
T000011596,20240428,INV000291,SCH0006,2056.0,Purchase,SIP,0
T000011597,20241029,INV000048,SCH0011,2101.0,Purchase,SIP,0
T000011598,20240116,INV000633,SCH0008,2326.0,Purchase,SIP,0
T000011599,20241003,INV000235,SCH0011,43683.0,Purchase,LumpSum,0
T000011600,20240217,INV000064,SCH0012,-7926.0,Redemption,LumpSum,0
T000011601,20241206,INV000588,SCH0001,2599.0,Purchase,SIP,0
T000011602,20241113,INV000646,SCH0001,-44835.0,Redemption,LumpSum,0
T000011603,20241209,INV000419,SCH0011,-15404.0,Redemption,LumpSum,0
T000011604,20240713,INV000188,SCH0005,33053.0,Purchase,LumpSum,0
T000011605,20240223,INV000642,SCH0007,2037.0,Purchase,SIP,0
T000011606,20240816,INV000414,SCH0002,42025.0,Purchase,LumpSum,0
T000011607,20240730,INV000050,SCH0003,1064.0,Purchase,SIP,0
T000011608,20240629,INV000295,SCH0011,47684.0,Purchase,LumpSum,0
T000011609,20240104,INV000528,SCH0009,-6229.0,Redemption,LumpSum,0
T000011610,20240617,INV000066,SCH0004,426.0,Purchase,SIP,0
T000011611,20240301,INV000604,SCH0009,419.0,Purchase,SIP,0
T000011612,20241123,INV000492,SCH0006,1157.0,Purchase,SIP,0
T000011613,20240122,INV000222,SCH0003,2224.0,Purchase,SIP,0
T000011614,20240303,INV000680,SCH0004,810.0,Purchase,SIP,0
T000011615,20240704,INV000501,SCH0009,-18997.0,Redemption,LumpSum,0
T000011616,20241002,INV000510,SCH0004,48867.0,Purchase,LumpSum,0
T000011617,20240821,INV000235,SCH0001,-20543.0,Redemption,LumpSum,0
T000011618,20240804,INV000502,SCH0006,1153.0,Purchase,SIP,0
T000011619,20240524,INV000642,SCH0003,15013.0,Purchase,LumpSum,0
T000011620,20240316,INV000545,SCH0005,2408.0,Purchase,SIP,0
T000011621,20240625,INV000289,SCH0004,13843.0,Purchase,LumpSum,0
T000011622,20240808,INV000010,SCH0012,865.0,Purchase,SIP,0
T000011623,20240314,INV000107,SCH0004,-21054.0,Redemption,LumpSum,0
T000011624,20240217,INV000185,SCH0001,48722.0,Purchase,LumpSum,0
T000011625,20240421,INV000350,SCH0008,-22855.0,Redemption,LumpSum,0
T000011626,20240622,INV000415,SCH0002,581.0,Purchase,SIP,0
T000011627,20240203,INV000497,SCH0011,54552.0,Purchase,LumpSum,0
T000011628,20240308,INV000656,SCH0003,-19290.0,Redemption,LumpSum,0
T000011629,20240223,INV000544,SCH0004,1218.0,Purchase,SIP,0
T000011630,20240426,INV000265,SCH0010,9134.0,Purchase,LumpSum,0
T000011631,20240729,INV000130,SCH0011,496.0,Purchase,SIP,0
T000011632,20241201,INV000626,SCH0012,1564.0,Purchase,SIP,0
T000011633,20241020,INV000132,SCH0005,1186.0,Purchase,SIP,0
T000011634,20241116,INV000593,SCH0001,10240.0,Purchase,LumpSum,0
T000011635,20240730,INV000585,SCH0004,-24830.0,Redemption,LumpSum,0
T000011636,20240826,INV000018,SCH0007,-16763.0,Redemption,LumpSum,0
T000011637,20240802,INV000396,SCH0009,4716.0,Purchase,LumpSum,0
T000011638,20240505,INV000413,SCH0007,32799.0,Purchase,LumpSum,0
T000011639,20240213,INV000320,SCH0005,-2169.0,Redemption,LumpSum,0
T000011640,20240223,INV000282,SCH0007,1788.0,Purchase,SIP,0
T000011641,20240107,INV000572,SCH0010,-10329.0,Redemption,LumpSum,0
T000011642,20240115,INV000684,SCH0007,642.0,Purchase,SIP,0
T000011643,20240117,INV000698,SCH0001,13877.0,Purchase,LumpSum,0
T000011644,20240414,INV000340,SCH0010,2548.0,Purchase,SIP,0
T000011645,20241127,INV000137,SCH0006,-19424.0,Redemption,LumpSum,0
T000011646,20240712,INV000643,SCH0005,1872.0,Purchase,SIP,0
T000011647,20240912,INV000500,SCH0002,-25566.0,Redemption,LumpSum,0
T000011648,20240719,INV000448,SCH0011,31832.0,Purchase,LumpSum,0
T000011649,20240612,INV000006,SCH0003,-35688.0,Redemption,LumpSum,0
T000011650,20240503,INV000446,SCH0007,1010.0,Purchase,SIP,0
T000011651,20240607,INV000614,SCH0005,463.0,Purchase,SIP,0
T000011652,20241225,INV000112,SCH0009,36681.0,Purchase,LumpSum,0
T000011653,20240524,INV000603,SCH0006,-22729.0,Redemption,LumpSum,0
T000011654,20240602,INV000336,SCH0007,1426.0,Purchase,SIP,0
T000011655,20240308,INV000602,SCH0002,50028.0,Purchase,LumpSum,0
T000011656,20240221,INV000126,SCH0010,1718.0,Purchase,SIP,0
T000011657,20240321,INV000318,SCH0008,-7242.0,Redemption,LumpSum,0
T000011658,20241206,INV000601,SCH0010,-19169.0,Redemption,LumpSum,0
T000011659,20240329,INV000176,SCH0001,2184.0,Purchase,SIP,0
T000011660,20240612,INV000540,SCH0006,1969.0,Purchase,SIP,0
T000011661,20241205,INV000214,SCH0009,-9521.0,Redemption,LumpSum,0
T000011662,20241203,INV000039,SCH0012,2118.0,Purchase,SIP,0
T000011663,20240821,INV000509,SCH0009,-28638.0,Redemption,LumpSum,0
T000011664,20240413,INV000685,SCH0009,1243.0,Purchase,SIP,0
T000011665,20241122,INV000020,SCH0002,956.0,Purchase,SIP,0
T000011666,20241130,INV000196,SCH0001,8583.0,Purchase,LumpSum,0
T000011667,20240621,INV000640,SCH0009,-25563.0,Redemption,LumpSum,0
T000011668,20241031,INV000243,SCH0006,854.0,Purchase,SIP,0
T000011669,20241019,INV000225,SCH0001,3106.0,Purchase,LumpSum,0
T000011670,20240911,INV000642,SCH0001,1182.0,Purchase,SIP,0
T000011671,20240816,INV000589,SCH0006,715.0,Purchase,SIP,0
T000011672,20240223,INV000679,SCH0006,1306.0,Purchase,SIP,0
T000011673,20240629,INV000451,SCH0005,26125.0,Purchase,LumpSum,0
T000011674,20240323,INV000634,SCH0008,1039.0,Purchase,SIP,0
T000011675,20240306,INV000254,SCH0002,1577.0,Purchase,SIP,0
T000011676,20240129,INV000180,SCH0007,-10813.0,Redemption,LumpSum,0
T000011677,20240330,INV000087,SCH0001,-22485.0,Redemption,LumpSum,0
T000011678,20240323,INV000256,SCH0006,448.0,Purchase,SIP,0
T000011679,20240523,INV000329,SCH0008,-9480.0,Redemption,LumpSum,0
T000011680,20241028,INV000339,SCH0012,-33024.0,Redemption,LumpSum,0
T000011681,20240531,INV000393,SCH0011,1467.0,Purchase,SIP,0
T000011682,20241014,INV000501,SCH0009,-21387.0,Redemption,LumpSum,0
T000011683,20240619,INV000106,SCH0005,2331.0,Purchase,SIP,0
T000011684,20240810,INV000435,SCH0011,-1364.0,Redemption,LumpSum,0
T000011685,20240213,INV000037,SCH0008,-27480.0,Redemption,LumpSum,0
T000011686,20240819,INV000574,SCH0010,57110.0,Purchase,LumpSum,0
T000011687,20240105,INV000558,SCH0011,2419.0,Purchase,SIP,0
T000011688,20240914,INV000602,SCH0010,44773.0,Purchase,LumpSum,0
T000011689,20240511,INV000695,SCH0008,30911.0,Purchase,LumpSum,0
T000011690,20240719,INV000615,SCH0006,9438.0,Purchase,LumpSum,0
T000011691,20240626,INV000500,SCH0003,2394.0,Purchase,SIP,0
T000011692,20241022,INV000291,SCH0004,1907.0,Purchase,SIP,0
T000011693,20240914,INV000571,SCH0001,1873.0,Purchase,SIP,0
T000011694,20240426,INV000059,SCH0001,2345.0,Purchase,SIP,0
T000011695,20241108,INV000087,SCH0011,49676.0,Purchase,LumpSum,0
T000011696,20241005,INV000590,SCH0006,1078.0,Purchase,SIP,0
T000011697,20240710,INV000074,SCH0004,2443.0,Purchase,SIP,0
T000011698,20240423,INV000595,SCH0010,2053.0,Purchase,SIP,0
T000011699,20240926,INV000380,SCH0006,843.0,Purchase,SIP,0
T000011700,20240726,INV000154,SCH0007,47700.0,Purchase,LumpSum,0
T000011701,20240630,INV000236,SCH0005,1370.0,Purchase,SIP,0
